Year,Month,Station,Forecasted_Temperature
2020,10,5,32.05586977878255
2020,10,6,32.03468999205277
2020,10,7,32.502981205769906
2020,10,8,31.81054650520172
2020,10,9,31.968467287669487
2020,10,10,32.09892808986122
2020,10,11,31.575688203292053
2020,10,12,32.15092675062436
2020,10,13,32.02544910453753
2020,10,14,31.85740742000407
2020,10,15,32.30571599592195
2020,10,16,32.76164329634565
2020,10,17,32.08250691630475
2020,10,18,32.17752496847211
2020,10,19,31.9000650796177
2020,10,20,32.217225066063406
2020,10,21,31.93402353106068
2020,10,22,32.00382720318592
2020,10,23,31.77910434907501
2020,10,24,31.936366392815337
2020,10,25,32.28465666813618
2020,10,26,31.99955903556617
2020,10,27,31.659005389910902
2020,10,28,31.8287298175925
2020,10,29,32.25698349465104
2020,10,30,32.021196136776645
2020,10,31,32.25978637522626
2020,10,32,31.942625680978143
2020,10,33,31.906983298773085
2020,10,34,32.302546616464326
2020,10,35,31.92263925848872
2021,10,1,31.896353421687728
2021,10,2,31.96319080962804
2021,10,3,32.14634733368072
2021,10,4,32.21557431699817
2021,10,5,32.067893732140845
2021,10,6,32.03154402989998
2021,10,7,32.528564882031176
2021,10,8,31.8245660719458
2021,10,9,31.99369787504
2021,10,10,32.10877554805526
2021,10,11,31.61402823138525
2021,10,12,32.180757451172866
2021,10,13,32.03334382839085
2021,10,14,31.89414119860911
2021,10,15,32.33601196185625
2021,10,16,32.79237150550379
2021,10,17,32.106300011342185
2021,10,18,32.1975806623346
2021,10,19,31.92865227995536
2021,10,20,32.21660504085791
2021,10,21,31.9597190878674
2021,10,22,32.00900130804153
2021,10,23,31.804702811392804
2021,10,24,31.96376184366637
2021,10,25,32.307292514240075
2021,10,26,32.018511202944325
2021,10,27,31.689591160855134
2021,10,28,31.87991146333887
2021,10,29,32.23953604647533
2021,10,30,32.0348549257881
2021,10,31,32.29854484639204
2021,10,32,31.97812088780932
2021,10,33,31.958432077680648
2021,10,34,32.33688556030237
2021,10,35,31.93055468273624
2022,10,1,31.9123710662836
2022,10,2,31.971599789569986
2022,10,3,32.17009015634077
2022,10,4,32.25704207124263
2022,10,5,32.07991768549913
2022,10,6,32.02839806774719
2022,10,7,32.55414855829245
2022,10,8,31.83858563868988
2022,10,9,32.018928462410514
2022,10,10,32.1186230062493
2022,10,11,31.65236825947845
2022,10,12,32.210588151721375
2022,10,13,32.041238552244174
2022,10,14,31.930874977214152
2022,10,15,32.36630792779055
2022,10,16,32.82309971466192
2022,10,17,32.13009310637962
2022,10,18,32.21763635619709
2022,10,19,31.957239480293023
2022,10,20,32.2159850156524
2022,10,21,31.985414644674123
2022,10,22,32.014175412897146
2022,10,23,31.830301273710607
2022,10,24,31.9911572945174
2022,10,25,32.32992836034397
2022,10,26,32.03746337032247
2022,10,27,31.720176931799365
2022,10,28,31.93109310908524
2022,10,29,32.22208859829962
2022,10,30,32.04851371479956
2022,10,31,32.33730331755781
2022,10,32,32.01361609464048
2022,10,33,32.00988085658821
2022,10,34,32.371224504140415
2022,10,35,31.938470106983758
2023,10,1,31.928388710879474
2023,10,2,31.98000876951192
2023,10,3,32.19383297900082
2023,10,4,32.298509825487095
2023,10,5,32.09194163885742
2023,10,6,32.025252105594404
2023,10,7,32.57973223455371
2023,10,8,31.85260520543396
2023,10,9,32.04415904978102
2023,10,10,32.128470464443346
2023,10,11,31.690708287571656
2023,10,12,32.24041885226988
2023,10,13,32.0491332760975
2023,10,14,31.9676087558192
2023,10,15,32.39660389372486
2023,10,16,32.853827923820056
2023,10,17,32.15388620141705
2023,10,18,32.237692050059586
2023,10,19,31.985826680630687
2023,10,20,32.2153649904469
2023,10,21,32.01111020148085
2023,10,22,32.019349517752765
2023,10,23,31.855899736028405
2023,10,24,32.01855274536843
2023,10,25,32.352564206447866
2023,10,26,32.05641553770062
2023,10,27,31.7507627027436
2023,10,28,31.98227475483161
2023,10,29,32.20464115012392
2023,10,30,32.06217250381102
2023,10,31,32.37606178872359
2023,10,32,32.049111301471655
2023,10,33,32.061329635495774
2023,10,34,32.40556344797846
2023,10,35,31.94638553123127
2024,10,1,31.94440635547535
2024,10,2,31.988417749453863
2024,10,3,32.217575801660864
2024,10,4,32.33997757973155
2024,10,5,32.10396559221571
2024,10,6,32.02210614344161
2024,10,7,32.60531591081498
2024,10,8,31.86662477217804
2024,10,9,32.06938963715154
2024,10,10,32.138317922637384
2024,10,11,31.72904831566485
2024,10,12,32.2702495528184
2024,10,13,32.05702799995082
2024,10,14,32.00434253442424
2024,10,15,32.42689985965916
2024,10,16,32.8845561329782
2024,10,17,32.177679296454485
2024,10,18,32.257747743922074
2024,10,19,32.01441388096835
2024,10,20,32.2147449652414
2024,10,21,32.03680575828757
2024,10,22,32.02452362260838
2024,10,23,31.881498198346204
2024,10,24,32.04594819621946
2024,10,25,32.37520005255177
2024,10,26,32.075367705078776
2024,10,27,31.78134847368783
2024,10,28,32.03345640057798
2024,10,29,32.18719370194821
2024,10,30,32.07583129282248
2024,10,31,32.41482025988936
2024,10,32,32.08460650830283
2024,10,33,32.11277841440334
2024,10,34,32.4399023918165
2024,10,35,31.95430095547879
2025,10,1,31.960424000071225
2025,10,2,31.996826729395806
2025,10,3,32.24131862432091
2025,10,4,32.38144533397602
2025,10,5,32.115989545574
2025,10,6,32.018960181288826
2025,10,7,32.63089958707625
2025,10,8,31.88064433892212
2025,10,9,32.094620224522046
2025,10,10,32.14816538083143
2025,10,11,31.767388343758057
2025,10,12,32.30008025336691
2025,10,13,32.064922723804145
2025,10,14,32.04107631302928
2025,10,15,32.45719582559346
2025,10,16,32.91528434213633
2025,10,17,32.20147239149192
2025,10,18,32.27780343778456
2025,10,19,32.04300108130601
2025,10,20,32.2141249400359
2025,10,21,32.06250131509429
2025,10,22,32.02969772746399
2025,10,23,31.907096660664006
2025,10,24,32.073343647070494
2025,10,25,32.397835898655664
2025,10,26,32.09431987245693
2025,10,27,31.811934244632063
2025,10,28,32.08463804632436
2025,10,29,32.1697462537725
2025,10,30,32.08949008183394
2025,10,31,32.45357873105514
2025,10,32,32.12010171513399
2025,10,33,32.1642271933109
2025,10,34,32.47424133565455
2025,10,35,31.962216379726307
2026,10,1,31.976441644667094
2026,10,2,32.00523570933775
2026,10,3,32.26506144698095
2026,10,4,32.42291308822048
2026,10,5,32.12801349893228
2026,10,6,32.01581421913604
2026,10,7,32.65648326333751
2026,10,8,31.8946639056662
2026,10,9,32.11985081189256
2026,10,10,32.15801283902547
2026,10,11,31.80572837185126
2026,10,12,32.329910953915416
2026,10,13,32.072817447657464
2026,10,14,32.07781009163432
2026,10,15,32.48749179152776
2026,10,16,32.946012551294466
2026,10,17,32.22526548652935
2026,10,18,32.29785913164706
2026,10,19,32.07158828164368
2026,10,20,32.2135049148304
2026,10,21,32.08819687190101
2026,10,22,32.03487183231961
2026,10,23,31.932695122981805
2026,10,24,32.100739097921526
2026,10,25,32.42047174475956
2026,10,26,32.11327203983508
2026,10,27,31.84252001557629
2026,10,28,32.135819692070726
2026,10,29,32.1522988055968
2026,10,30,32.103148870845395
2026,10,31,32.49233720222092
2026,10,32,32.15559692196516
2026,10,33,32.21567597221846
2026,10,34,32.50858027949259
2026,10,35,31.970131803973825
2027,10,1,31.99245928926297
2027,10,2,32.01364468927969
2027,10,3,32.288804269641
2027,10,4,32.46438084246494
2027,10,5,32.14003745229058
2027,10,6,32.01266825698325
2027,10,7,32.68206693959878
2027,10,8,31.908683472410274
2027,10,9,32.14508139926307
2027,10,10,32.16786029721951
2027,10,11,31.844068399944454
2027,10,12,32.359741654463924
2027,10,13,32.08071217151079
2027,10,14,32.11454387023936
2027,10,15,32.51778775746206
2027,10,16,32.9767407604526
2027,10,17,32.249058581566786
2027,10,18,32.31791482550955
2027,10,19,32.10017548198134
2027,10,20,32.2128848896249
2027,10,21,32.113892428707736
2027,10,22,32.04004593717522
2027,10,23,31.958293585299604
2027,10,24,32.12813454877256
2027,10,25,32.443107590863455
2027,10,26,32.13222420721323
2027,10,27,31.87310578652053
2027,10,28,32.187001337817094
2027,10,29,32.13485135742109
2027,10,30,32.11680765985686
2027,10,31,32.53109567338669
2027,10,32,32.19109212879633
2027,10,33,32.267124751126026
2027,10,34,32.542919223330635
2027,10,35,31.978047228221342
2018,11,1,30.14350885799612
2018,11,2,30.09197502587832
2018,11,3,30.01530907142983
2018,11,4,30.24926290958945
2018,11,5,30.4841384184424
2018,11,6,30.593771495792524
2018,11,7,30.188847051884338
2018,11,8,29.76664043166311
2018,11,9,31.193735733099647
2018,11,10,30.34698232312239
2018,11,11,29.512982379559176
2018,11,12,30.041800150758103
2018,11,13,30.5504015696064
2018,11,14,30.356804421420765
2018,11,15,29.988923306970385
2018,11,16,30.79480058401553
2018,11,17,30.45300767972166
